Device_ID,IoMT_Type,Location,Data_Transferred_MB,Access_Time(ms),Auth_Method,Requests_Per_Minute,Data_Format,OS_Type,Alert_Level,Attack_Type
D0055,Infusion Pump,Home,194.95,2899,Token,86,JSON,RTOS,Low,Phishing
D0096,Implant,Ward,144.7,825,Biometric,53,XML,RTOS,Critical,Malware Injection
D0071,Implant,ER,178.16,4076,Token,87,FHIR,RTOS,High,Data Breach
D0043,Monitor,Ward,359.66,2297,Password,51,FHIR,Android,Critical,Data Breach
D0046,Sensor,ER,148.91,128,Token,3,XML,RTOS,Critical,None
D0090,Wearable,Home,283.42,3976,Password,42,HL7,Linux,High,Phishing
D0059,Infusion Pump,Home,238.29,905,Two-Factor,98,FHIR,Linux,High,Malware Injection
D0035,Monitor,ICU,332,2198,Password,32,HL7,Android,High,DoS Attack
D0040,Implant,ICU,468.45,1081,Biometric,51,HL7,Windows,Low,DoS Attack
D0033,Infusion Pump,ICU,366.42,4990,Biometric,85,JSON,RTOS,Low,Data Breach
D0030,Sensor,Home,107.86,3321,Biometric,46,FHIR,Linux,Low,Data Breach
D0016,Implant,ER,16.08,3626,Biometric,21,JSON,RTOS,Medium,Phishing
D0093,Wearable,Home,131.5,4232,Biometric,44,XML,Linux,High,Malware Injection
D0025,Infusion Pump,Home,297.74,3506,Token,11,JSON,Linux,High,Malware Injection
D0041,Monitor,ICU,26.19,3556,Two-Factor,68,XML,RTOS,Low,None
D0016,Wearable,Ward,248.43,457,Password,1,HL7,Linux,High,DoS Attack
D0096,Infusion Pump,ICU,298.62,2761,Password,92,FHIR,RTOS,Critical,Malware Injection
D0069,Infusion Pump,Ward,167.45,3138,Two-Factor,63,JSON,Linux,Low,Malware Injection
D0098,Infusion Pump,ER,385.57,1718,Biometric,24,FHIR,Windows,Critical,Phishing
D0089,Infusion Pump,ER,53.75,197,Biometric,99,HL7,Android,High,Phishing
D0024,Infusion Pump,Clinic,38.03,4377,Password,13,HL7,Android,High,None
D0025,Wearable,Clinic,364.23,3947,Biometric,98,HL7,RTOS,Critical,DoS Attack
D0028,Sensor,Clinic,248,2000,Token,11,HL7,Android,High,None
D0095,Sensor,ER,344.36,415,Token,51,HL7,Android,Low,Phishing
D0062,Wearable,ICU,217.7,1724,Token,17,HL7,Android,Medium,DoS Attack
D0036,Sensor,ICU,123.58,4581,Two-Factor,99,JSON,Android,Medium,Phishing
D0093,Monitor,ICU,409.64,4544,Two-Factor,82,FHIR,Windows,Medium,Phishing
D0076,Monitor,Home,399.81,2596,Token,86,JSON,Windows,High,None
D0098,Wearable,Clinic,347.5,612,Two-Factor,24,HL7,Android,Low,Data Breach
D0068,Monitor,ICU,136.44,3612,Token,19,XML,Windows,Low,Data Breach
D0077,Wearable,Clinic,295.32,2539,Biometric,37,XML,Windows,High,None
D0037,Monitor,Clinic,180.81,822,Two-Factor,85,HL7,Android,Low,Phishing
D0013,Implant,Home,46.25,2087,Token,8,HL7,RTOS,High,Phishing
D0025,Wearable,ER,458.7,3473,Two-Factor,28,HL7,Android,Medium,Phishing
D0038,Infusion Pump,ICU,68.84,2617,Password,5,FHIR,Windows,Low,Data Breach
D0030,Monitor,Home,475.14,1623,Password,17,FHIR,RTOS,High,DoS Attack
D0047,Implant,ER,223.28,3744,Token,36,JSON,Windows,Low,Malware Injection
D0082,Implant,ICU,187.58,4157,Two-Factor,96,HL7,Android,Medium,Phishing
D0015,Monitor,Home,475.38,1391,Password,92,HL7,RTOS,Low,Phishing
D0004,Wearable,Clinic,366.13,3713,Biometric,81,JSON,Android,Low,None
D0095,Infusion Pump,Home,299.53,265,Biometric,95,FHIR,Windows,Low,None
D0036,Implant,Ward,78.43,388,Two-Factor,8,JSON,Windows,Medium,Phishing
D0032,Monitor,ER,78.42,4112,Biometric,25,HL7,RTOS,Critical,DoS Attack
D0029,Wearable,ER,29.51,2758,Biometric,73,HL7,Android,Critical,Malware Injection
D0018,Wearable,Ward,433.15,3202,Token,66,HL7,Android,Medium,Phishing
D0095,Infusion Pump,Ward,300.76,1800,Token,79,HL7,Linux,Low,None
D0014,Monitor,ICU,354.18,2471,Token,50,HL7,Linux,Medium,Malware Injection
D0087,Implant,ER,10.78,759,Two-Factor,67,HL7,Windows,Critical,DoS Attack
D0095,Sensor,ICU,484.97,3776,Biometric,49,XML,RTOS,Critical,Phishing
D0070,Wearable,Home,416.31,3692,Password,36,XML,Windows,Critical,None
D0012,Wearable,Ward,106.56,4043,Biometric,68,XML,RTOS,Medium,Phishing
D0076,Infusion Pump,ICU,91.32,538,Two-Factor,78,JSON,RTOS,Critical,DoS Attack
D0055,Monitor,Ward,92.11,96,Token,41,FHIR,RTOS,Critical,None
D0005,Sensor,ICU,152.47,3409,Two-Factor,89,HL7,RTOS,Critical,Malware Injection
D0004,Sensor,Home,262.62,4923,Token,62,XML,Android,Critical,Phishing
D0012,Sensor,Home,216.26,4856,Two-Factor,10,JSON,RTOS,High,Malware Injection
D0028,Monitor,Clinic,145.97,450,Password,21,FHIR,Android,Medium,Data Breach
D0030,Implant,ER,306.12,4040,Token,36,HL7,RTOS,Medium,DoS Attack
D0065,Wearable,Clinic,70.18,3207,Token,12,HL7,Android,Critical,Phishing
D0078,Monitor,ER,146.43,4395,Biometric,91,FHIR,Android,Low,None
D0004,Sensor,Home,183.5,440,Two-Factor,2,FHIR,Windows,Critical,DoS Attack
D0072,Wearable,ICU,228.31,3903,Biometric,13,FHIR,Windows,Medium,Data Breach
D0026,Wearable,Ward,392.7,4480,Two-Factor,53,JSON,Linux,High,None
D0092,Sensor,Home,100.24,678,Password,32,XML,Windows,Critical,DoS Attack
D0084,Sensor,Home,257.36,4282,Biometric,95,HL7,Windows,High,DoS Attack
D0090,Wearable,ICU,296.41,2980,Token,16,XML,RTOS,Low,Phishing
D0070,Infusion Pump,Home,23.7,1571,Password,32,FHIR,Linux,Low,Data Breach
D0054,Wearable,Home,303.97,876,Two-Factor,32,HL7,Windows,Critical,Phishing
D0029,Implant,ICU,85.68,4872,Token,98,HL7,Windows,High,Malware Injection
D0058,Implant,Home,32.99,1550,Two-Factor,11,XML,Android,Low,None
D0076,Infusion Pump,ER,474.47,3344,Token,10,XML,Linux,Critical,Data Breach
D0036,Monitor,ER,482.83,2469,Two-Factor,15,HL7,Linux,Low,DoS Attack
D0001,Wearable,ER,404.29,984,Token,17,JSON,Linux,Medium,DoS Attack
D0098,Implant,ER,152.65,3092,Two-Factor,40,FHIR,Android,High,Malware Injection
D0021,Wearable,Home,49.29,4547,Biometric,18,XML,Linux,Critical,DoS Attack
D0090,Infusion Pump,Ward,342.27,1516,Token,55,HL7,Linux,Low,None
D0055,Sensor,ER,220.36,3611,Token,73,XML,Android,Low,Phishing
D0044,Infusion Pump,ER,61.46,664,Biometric,25,HL7,Linux,Medium,Data Breach
D0036,Infusion Pump,Home,247.84,1232,Two-Factor,59,JSON,Linux,Critical,None
D0020,Infusion Pump,Clinic,17.68,3273,Token,78,XML,RTOS,Low,Malware Injection
D0028,Implant,Home,454.71,2717,Biometric,89,HL7,Windows,High,None
D0098,Infusion Pump,ICU,129.76,180,Two-Factor,22,XML,Linux,Low,Malware Injection
D0044,Sensor,ER,331.43,3033,Token,30,HL7,Android,High,None
D0014,Sensor,ICU,156.2,4328,Token,84,FHIR,RTOS,Low,DoS Attack
D0012,Sensor,ER,260.27,4509,Two-Factor,85,HL7,Windows,Critical,DoS Attack
D0049,Monitor,Clinic,273.58,88,Biometric,44,HL7,Windows,Critical,Malware Injection
D0013,Infusion Pump,Ward,92.83,4009,Token,32,HL7,RTOS,Critical,None
D0046,Sensor,Clinic,484.81,3637,Two-Factor,51,HL7,Android,High,None
D0045,Monitor,Home,387.68,970,Token,46,FHIR,Windows,Critical,Phishing
D0078,Infusion Pump,Home,469.78,2819,Two-Factor,21,JSON,Windows,High,Phishing
D0034,Infusion Pump,ICU,447.47,4161,Token,99,FHIR,Windows,High,Data Breach
D0006,Wearable,ICU,299.15,542,Password,32,JSON,Linux,High,DoS Attack
D0094,Infusion Pump,Home,460.98,1181,Biometric,94,JSON,Linux,Medium,Malware Injection
D0059,Wearable,Home,44.7,3571,Biometric,39,FHIR,RTOS,Low,DoS Attack
D0069,Implant,Home,98.39,360,Password,12,XML,RTOS,High,None
D0016,Implant,ER,23.09,788,Two-Factor,47,JSON,Android,High,DoS Attack
D0049,Monitor,Clinic,163,3291,Biometric,18,FHIR,Android,Low,Phishing
D0011,Wearable,ER,194.64,595,Two-Factor,21,HL7,RTOS,Critical,None
D0071,Implant,Ward,136.04,2511,Token,13,FHIR,Android,Medium,DoS Attack
D0038,Implant,ER,414.45,4396,Password,21,JSON,Windows,Low,Data Breach
D0081,Implant,Home,178.7,4904,Two-Factor,8,XML,Windows,High,Phishing
D0080,Infusion Pump,ER,140.83,1854,Two-Factor,46,XML,Android,Low,Phishing
D0047,Wearable,ICU,271.58,3262,Biometric,7,XML,Android,High,DoS Attack
D0074,Implant,Home,70.89,3860,Token,23,HL7,RTOS,Critical,None
D0025,Wearable,Clinic,401.2,863,Biometric,96,FHIR,RTOS,Low,None
D0091,Sensor,ER,37.74,4174,Token,75,FHIR,Android,Medium,Phishing
D0009,Sensor,Home,493.45,2082,Biometric,86,XML,Windows,Low,None
D0006,Infusion Pump,ICU,386.24,4622,Two-Factor,22,HL7,Linux,High,Data Breach
D0085,Sensor,ICU,99.76,4463,Two-Factor,89,XML,Android,High,Malware Injection
D0030,Monitor,ER,3.26,294,Password,22,JSON,RTOS,Medium,None
D0099,Wearable,Home,407.82,4893,Two-Factor,92,FHIR,RTOS,High,Data Breach
D0038,Implant,Clinic,353.58,4842,Two-Factor,29,HL7,Android,High,None
D0011,Monitor,Ward,364.64,321,Two-Factor,13,XML,RTOS,High,Phishing
D0030,Monitor,ICU,385.75,3561,Two-Factor,82,HL7,Windows,Low,Data Breach
D0013,Sensor,Ward,37.49,1821,Password,2,JSON,RTOS,Low,Phishing
D0049,Wearable,Clinic,179.55,1312,Token,29,JSON,Linux,Medium,DoS Attack
D0036,Implant,ER,58.38,2474,Password,85,FHIR,Linux,Medium,None
D0059,Monitor,ICU,431.62,4411,Password,79,HL7,Windows,Critical,None
D0082,Infusion Pump,Ward,311.84,970,Biometric,52,XML,RTOS,High,Phishing
D0047,Implant,ICU,165.78,3480,Token,27,XML,RTOS,Medium,None
D0021,Sensor,Ward,32.25,4485,Biometric,50,XML,Android,High,Malware Injection
D0048,Wearable,Home,155.84,4534,Password,95,FHIR,Linux,Medium,None
D0046,Infusion Pump,Home,162.93,2674,Two-Factor,79,JSON,Android,Critical,Data Breach
D0027,Implant,ER,364.94,3810,Token,23,XML,Android,Medium,DoS Attack
D0086,Implant,Clinic,318.96,2100,Two-Factor,88,FHIR,RTOS,Low,Phishing
D0035,Monitor,ICU,443.66,3550,Password,44,FHIR,Linux,High,Data Breach
D0090,Implant,Clinic,236.37,1215,Password,77,FHIR,Android,Low,Data Breach
D0088,Wearable,Ward,60.24,425,Password,22,FHIR,RTOS,Medium,Data Breach
D0083,Wearable,ER,356.77,2083,Token,43,FHIR,Windows,Medium,DoS Attack
D0010,Implant,Home,380.51,195,Biometric,37,FHIR,Linux,Critical,Phishing
D0078,Monitor,Home,280.86,4438,Biometric,61,JSON,RTOS,Critical,Phishing
D0082,Infusion Pump,ER,385.6,481,Two-Factor,97,JSON,Windows,Critical,DoS Attack
D0022,Infusion Pump,ICU,247.15,754,Token,56,XML,Android,Medium,Malware Injection
D0069,Monitor,Clinic,261.61,2682,Two-Factor,3,HL7,Android,Critical,Data Breach
D0094,Sensor,Ward,214.06,4544,Two-Factor,63,JSON,Android,Medium,Phishing
D0032,Wearable,Clinic,13.2,1013,Biometric,19,HL7,Windows,Medium,DoS Attack
D0021,Sensor,Home,54.39,2284,Token,23,XML,Windows,High,DoS Attack
D0060,Monitor,ER,16.2,2091,Password,29,JSON,Android,Low,Data Breach
D0049,Sensor,Home,318.39,1878,Two-Factor,30,JSON,Android,High,DoS Attack
D0035,Monitor,Home,157.52,2158,Password,39,XML,Windows,Low,None
D0082,Infusion Pump,Ward,254.53,4118,Token,25,XML,RTOS,Low,Data Breach
D0089,Infusion Pump,ICU,453.83,988,Two-Factor,8,HL7,Linux,Medium,Phishing
D0072,Sensor,ICU,125.02,4855,Password,58,HL7,Android,Critical,Data Breach
D0029,Sensor,Ward,205.49,856,Password,16,XML,Windows,Critical,Malware Injection
D0088,Wearable,ER,377.9,1513,Biometric,72,JSON,RTOS,Critical,Data Breach
D0042,Infusion Pump,Clinic,114.78,3465,Token,1,FHIR,RTOS,High,Data Breach
D0099,Wearable,ER,38.95,60,Token,5,HL7,RTOS,Critical,Malware Injection
D0100,Sensor,Clinic,145.23,1918,Token,3,XML,Android,Medium,Data Breach
D0008,Monitor,ICU,81.03,4917,Two-Factor,65,JSON,Windows,Critical,DoS Attack
D0030,Infusion Pump,Home,464.88,934,Biometric,4,JSON,Linux,Critical,Phishing
D0005,Monitor,Home,404.16,3614,Two-Factor,99,HL7,Windows,Critical,Phishing
D0041,Wearable,ER,316.89,1439,Token,96,HL7,Windows,High,None
D0052,Wearable,Ward,435.79,3451,Two-Factor,64,FHIR,RTOS,Medium,Phishing
D0035,Implant,Clinic,401.93,4371,Password,98,HL7,Linux,Critical,Phishing
D0009,Infusion Pump,Home,93.69,874,Two-Factor,89,FHIR,Android,Low,Malware Injection
D0028,Infusion Pump,ER,446.33,2315,Two-Factor,10,XML,Android,High,Data Breach
D0073,Wearable,Ward,269.9,986,Token,21,HL7,RTOS,Critical,Data Breach
D0092,Monitor,ICU,403.82,2850,Password,46,FHIR,Android,Critical,DoS Attack
D0041,Infusion Pump,Ward,448.1,2603,Token,91,HL7,Windows,High,Data Breach
D0028,Wearable,ICU,159.34,3895,Password,27,XML,RTOS,Low,Malware Injection
D0084,Implant,ER,55.47,1846,Password,66,XML,Linux,Low,DoS Attack
D0064,Sensor,Ward,114.35,103,Password,41,FHIR,Windows,High,DoS Attack
D0051,Infusion Pump,ER,213.84,776,Token,13,JSON,Linux,Critical,None
D0083,Sensor,ICU,409.1,2786,Password,9,XML,Linux,High,Data Breach
D0059,Monitor,Home,430.43,3220,Biometric,36,XML,Windows,High,Malware Injection
D0019,Implant,Home,3.97,1963,Biometric,86,XML,Linux,High,Phishing
D0034,Infusion Pump,ICU,255.62,1646,Biometric,90,XML,RTOS,High,Malware Injection
D0018,Sensor,Clinic,209,1964,Biometric,58,JSON,RTOS,Low,Malware Injection
D0032,Sensor,Clinic,111.44,2516,Token,54,XML,Windows,High,Malware Injection
D0096,Wearable,Home,60.37,2787,Two-Factor,12,JSON,Android,Critical,DoS Attack
D0072,Sensor,Home,169.14,899,Two-Factor,81,HL7,Linux,Critical,None
D0069,Monitor,Ward,471.48,2159,Biometric,78,JSON,Windows,Medium,DoS Attack
D0034,Sensor,Ward,161.94,52,Two-Factor,14,FHIR,Linux,Medium,Malware Injection
D0096,Monitor,Home,259.64,4305,Biometric,34,HL7,Windows,High,Phishing
D0075,Monitor,Clinic,351.66,4119,Biometric,53,JSON,Linux,Medium,DoS Attack
D0055,Wearable,Ward,182.13,4926,Two-Factor,20,JSON,Android,High,Malware Injection
D0075,Implant,ICU,485.91,942,Two-Factor,75,JSON,Windows,Low,Phishing
D0052,Monitor,Ward,481.24,2080,Password,16,JSON,RTOS,Low,Data Breach
D0047,Sensor,Ward,126.27,3210,Biometric,95,JSON,Android,Low,Data Breach
D0029,Sensor,Ward,248.88,2426,Two-Factor,70,JSON,RTOS,Low,Malware Injection
D0018,Monitor,ER,150.79,4725,Two-Factor,56,FHIR,Android,Critical,None
D0066,Sensor,ICU,142.78,1983,Two-Factor,83,FHIR,RTOS,Low,None
D0064,Infusion Pump,Home,18.93,1430,Password,58,FHIR,Android,Low,Malware Injection
D0012,Wearable,Clinic,304.98,3731,Biometric,4,JSON,Linux,Critical,None
D0097,Sensor,Clinic,251.59,1340,Biometric,4,HL7,RTOS,High,None
D0007,Wearable,Home,26.21,1690,Token,20,FHIR,Linux,Medium,None
D0015,Monitor,ER,139.68,2732,Password,10,XML,Windows,High,DoS Attack
D0020,Monitor,Clinic,454.18,1037,Password,24,XML,Linux,High,Phishing
D0081,Monitor,Ward,120.16,1268,Biometric,99,JSON,RTOS,Medium,Malware Injection
D0021,Wearable,Clinic,72.87,1405,Token,26,HL7,Android,Low,Data Breach
D0088,Sensor,ICU,244.98,4315,Token,37,FHIR,Linux,Low,None
D0055,Infusion Pump,ICU,492.83,4666,Biometric,85,JSON,Android,Low,Malware Injection
D0077,Wearable,Home,121.41,4185,Two-Factor,54,HL7,Windows,Low,DoS Attack
D0009,Infusion Pump,ER,336.23,1610,Password,21,XML,Windows,Medium,DoS Attack
D0050,Sensor,ER,380.93,1468,Token,74,FHIR,RTOS,Low,None
D0049,Sensor,Clinic,119.2,1004,Two-Factor,38,JSON,Android,Low,Phishing
D0077,Wearable,ER,364.24,1033,Token,46,JSON,Linux,Low,Data Breach
D0060,Implant,ER,184.21,1024,Two-Factor,4,HL7,Linux,Medium,Phishing
D0068,Infusion Pump,Clinic,316.34,4183,Two-Factor,60,JSON,Windows,Critical,Data Breach
D0033,Monitor,ICU,316.95,4022,Password,57,JSON,Android,Medium,Data Breach
D0071,Infusion Pump,Ward,268.12,963,Token,45,FHIR,Android,Low,Malware Injection
D0002,Sensor,Home,45.6,4599,Token,20,XML,Windows,Medium,Data Breach
D0088,Sensor,ICU,417.73,86,Two-Factor,17,XML,Linux,High,Data Breach
D0093,Wearable,ER,160.73,3437,Biometric,71,HL7,Windows,High,DoS Attack
D0015,Implant,ER,93.67,1761,Token,4,XML,Android,Critical,Phishing
D0088,Monitor,Clinic,20.87,3070,Password,93,HL7,Linux,Low,Phishing
D0069,Infusion Pump,Home,295.65,845,Biometric,14,FHIR,Windows,Critical,DoS Attack
D0097,Implant,Ward,338.94,4086,Token,3,HL7,Android,High,None
D0035,Monitor,Clinic,8.79,4738,Password,88,XML,Android,Critical,Malware Injection
D0099,Sensor,Clinic,256.29,3161,Biometric,80,JSON,RTOS,High,Phishing
D0083,Sensor,Ward,113.63,1374,Token,58,FHIR,RTOS,High,None
D0044,Wearable,Ward,322.76,367,Password,55,XML,Windows,Medium,DoS Attack
D0015,Wearable,ER,87.6,2446,Biometric,4,FHIR,Linux,Low,Malware Injection
D0038,Infusion Pump,Clinic,345.62,2212,Token,24,HL7,Linux,High,DoS Attack
D0056,Implant,ICU,193.67,2795,Biometric,34,XML,RTOS,Low,None
D0021,Implant,ICU,468.4,1641,Two-Factor,30,JSON,Android,Critical,Phishing
D0059,Monitor,Clinic,69.19,3161,Two-Factor,82,JSON,RTOS,Critical,Phishing
D0001,Infusion Pump,Ward,170.86,3980,Biometric,19,JSON,Windows,High,Data Breach
D0093,Wearable,Home,57.18,2046,Two-Factor,31,JSON,RTOS,Low,DoS Attack
D0093,Infusion Pump,Ward,462.38,1362,Two-Factor,60,FHIR,Linux,High,Data Breach
D0034,Sensor,Ward,438.73,1335,Biometric,60,XML,Windows,High,DoS Attack
D0065,Wearable,Home,129.34,4361,Two-Factor,19,JSON,Linux,Medium,Phishing
D0098,Implant,Ward,330.16,2433,Biometric,49,JSON,Windows,Critical,DoS Attack
D0023,Wearable,Home,408.7,3289,Biometric,63,JSON,Android,Low,DoS Attack
D0065,Sensor,Clinic,277.82,2189,Two-Factor,83,HL7,RTOS,Critical,Malware Injection
D0014,Wearable,Home,265.06,1754,Token,22,XML,Linux,Medium,None
D0081,Implant,ICU,121.31,412,Biometric,24,FHIR,Windows,Critical,Malware Injection
D0039,Sensor,Home,47,2654,Biometric,76,HL7,RTOS,Medium,Malware Injection
D0082,Monitor,Ward,448.66,1766,Token,30,HL7,Linux,Critical,Data Breach
D0065,Infusion Pump,Clinic,450.26,4501,Two-Factor,58,FHIR,Android,Low,DoS Attack
D0078,Monitor,Home,316.73,4336,Password,31,JSON,Windows,Medium,None
D0026,Sensor,Ward,169.85,3788,Token,64,JSON,Linux,Critical,Phishing
D0020,Sensor,Home,174.93,2519,Password,19,XML,Linux,Medium,DoS Attack
D0048,Sensor,Clinic,363.11,4845,Two-Factor,48,JSON,Android,Low,DoS Attack
D0098,Implant,Clinic,448.61,606,Biometric,45,HL7,Windows,Critical,Malware Injection
D0021,Sensor,ICU,443.6,875,Biometric,94,HL7,RTOS,High,None
D0070,Infusion Pump,Clinic,390.05,2858,Two-Factor,55,HL7,Linux,Low,Data Breach
D0100,Implant,Ward,321.19,4571,Two-Factor,55,FHIR,Windows,Low,Phishing
D0068,Sensor,Clinic,42.53,2769,Two-Factor,97,JSON,Windows,Low,Phishing
D0001,Implant,Clinic,81.23,3558,Two-Factor,18,JSON,Android,Low,Malware Injection
D0077,Infusion Pump,Ward,449.33,3791,Two-Factor,63,JSON,Linux,High,Phishing
D0042,Infusion Pump,Ward,303.41,1624,Two-Factor,92,JSON,RTOS,Critical,DoS Attack
D0063,Implant,Clinic,5.09,4048,Two-Factor,47,XML,Linux,Low,DoS Attack
D0003,Wearable,Clinic,51.19,2179,Biometric,75,XML,Linux,Critical,Malware Injection
D0015,Monitor,Home,331.92,2453,Password,57,HL7,RTOS,Medium,Data Breach
D0047,Sensor,Clinic,3.03,3379,Password,45,HL7,Windows,Low,DoS Attack
D0040,Monitor,ICU,80.82,638,Biometric,33,FHIR,Linux,Low,Data Breach
D0031,Infusion Pump,ICU,274.59,2062,Token,17,HL7,Windows,Critical,Data Breach
D0008,Monitor,ICU,346.1,1597,Password,70,JSON,Android,High,Phishing
D0031,Wearable,ICU,326.15,344,Token,4,HL7,Windows,Medium,DoS Attack
D0073,Monitor,Clinic,112.52,2035,Biometric,20,HL7,RTOS,High,Phishing
D0011,Monitor,Home,356.23,3167,Token,47,XML,RTOS,Critical,Malware Injection
D0011,Infusion Pump,Ward,119.01,1740,Biometric,91,JSON,Android,Low,DoS Attack
D0094,Infusion Pump,Clinic,163.04,1186,Two-Factor,15,FHIR,Windows,Critical,Malware Injection
D0063,Sensor,ER,373.37,2114,Two-Factor,70,FHIR,Linux,Critical,Phishing
D0009,Implant,Clinic,324.99,4505,Password,47,FHIR,Android,Critical,Phishing
D0098,Sensor,ICU,424.69,4845,Password,78,HL7,RTOS,Critical,Phishing
D0069,Infusion Pump,ER,328.98,4593,Token,75,FHIR,Windows,Low,DoS Attack
D0099,Sensor,Clinic,284.37,4820,Token,9,FHIR,RTOS,Medium,Phishing
D0017,Monitor,Home,47.29,1057,Password,90,FHIR,Linux,Low,Malware Injection
D0017,Monitor,Home,184.17,2564,Two-Factor,16,XML,Android,Critical,Data Breach
D0085,Infusion Pump,ER,132.97,3576,Biometric,69,JSON,Android,Critical,DoS Attack
D0061,Infusion Pump,Ward,122.37,4731,Two-Factor,61,XML,RTOS,Low,None
D0071,Sensor,ER,486.52,1297,Password,10,JSON,Android,High,Malware Injection
D0022,Sensor,Home,196.85,3952,Biometric,50,XML,Windows,High,DoS Attack
D0034,Monitor,ER,446.08,1485,Token,3,JSON,Windows,High,Phishing
D0068,Implant,ICU,315.75,621,Password,77,FHIR,RTOS,Critical,None
D0078,Implant,ICU,397.51,2432,Two-Factor,94,FHIR,RTOS,Low,None
D0055,Infusion Pump,Ward,251.57,1295,Token,70,FHIR,Android,Low,DoS Attack
D0028,Sensor,ER,288.66,2134,Token,81,XML,RTOS,High,Phishing
D0070,Implant,ER,246.51,327,Password,51,FHIR,Windows,High,Malware Injection
D0097,Sensor,ER,98.02,1937,Two-Factor,19,HL7,Linux,Low,Malware Injection
D0094,Wearable,ER,361.36,4629,Password,42,JSON,Windows,Critical,Data Breach
D0089,Monitor,Ward,140.75,1315,Biometric,35,XML,Android,High,Phishing
D0026,Sensor,Home,12.65,4876,Biometric,46,FHIR,RTOS,Medium,Data Breach
D0092,Sensor,Clinic,322.91,1090,Token,26,FHIR,RTOS,Medium,Malware Injection
D0040,Sensor,Ward,88.97,967,Two-Factor,69,JSON,RTOS,Low,Phishing
D0052,Implant,Home,470.26,935,Biometric,93,FHIR,Android,Critical,Data Breach
D0086,Sensor,Home,476.99,2802,Biometric,64,FHIR,Linux,Medium,DoS Attack
D0084,Wearable,Home,457.47,71,Biometric,37,JSON,Android,High,DoS Attack
D0048,Implant,ER,185.39,4619,Biometric,84,JSON,Windows,Critical,None
D0057,Infusion Pump,Ward,8.22,3241,Password,49,HL7,Linux,Low,Malware Injection
D0067,Infusion Pump,Home,464.2,2403,Token,21,HL7,RTOS,High,Malware Injection
D0058,Monitor,Clinic,214.38,4849,Token,74,JSON,Windows,Critical,Data Breach
D0016,Wearable,Clinic,483.34,736,Biometric,64,XML,RTOS,Low,Data Breach
D0032,Sensor,ICU,481.83,334,Token,5,HL7,Linux,Critical,None
D0029,Wearable,Home,426.58,4861,Token,70,JSON,Android,Medium,Data Breach
D0009,Infusion Pump,Ward,147.58,3797,Token,90,FHIR,Windows,Medium,None
D0044,Sensor,ER,192.86,812,Token,4,XML,Android,Low,Phishing
D0003,Wearable,ICU,425.64,2478,Password,39,FHIR,Windows,Medium,DoS Attack
D0076,Implant,Home,158.8,2557,Biometric,35,HL7,RTOS,Low,Phishing
D0071,Sensor,ER,85.16,78,Two-Factor,1,FHIR,RTOS,Medium,Phishing
D0030,Implant,Ward,278.62,956,Password,24,XML,Android,Critical,Data Breach
D0076,Wearable,Ward,468.11,3154,Token,57,JSON,RTOS,Critical,DoS Attack
D0029,Sensor,ICU,348.17,4049,Biometric,70,JSON,Linux,Low,Data Breach
D0001,Monitor,ICU,285.25,3044,Biometric,41,XML,Linux,High,None
D0010,Monitor,Home,49.04,2556,Biometric,54,FHIR,Linux,Critical,DoS Attack
D0091,Infusion Pump,ER,307.7,4715,Biometric,46,FHIR,Linux,Critical,DoS Attack
D0081,Sensor,Clinic,495.03,3659,Token,60,XML,Windows,Low,Data Breach
D0008,Wearable,ER,70.47,3603,Biometric,60,JSON,Windows,Low,Malware Injection
D0030,Monitor,Ward,259.41,1503,Two-Factor,57,FHIR,Linux,High,Phishing
D0009,Infusion Pump,Ward,438.75,4883,Two-Factor,31,HL7,Windows,Low,DoS Attack
D0005,Sensor,Home,370.51,3406,Biometric,84,XML,Linux,High,Data Breach
D0043,Monitor,Clinic,348.66,565,Token,24,HL7,Android,Low,Phishing
D0010,Sensor,Home,351.39,88,Two-Factor,89,HL7,Windows,Critical,Phishing
D0066,Infusion Pump,Ward,180.07,3392,Two-Factor,36,JSON,Linux,Low,None
D0031,Wearable,Ward,147.15,936,Two-Factor,85,XML,Linux,Medium,Data Breach
D0036,Infusion Pump,ER,404.78,2894,Password,30,FHIR,Android,Critical,Malware Injection
D0086,Wearable,Clinic,405.15,2254,Password,24,FHIR,Android,Medium,Malware Injection
D0063,Implant,ER,433.6,1148,Two-Factor,30,XML,RTOS,Medium,None
D0028,Monitor,ER,456.66,1873,Token,86,JSON,Linux,Low,None
D0070,Implant,Home,255.92,3251,Token,92,FHIR,RTOS,Low,Data Breach
D0017,Wearable,ER,251.01,3205,Two-Factor,7,FHIR,Windows,Medium,Malware Injection
D0093,Sensor,ICU,399.25,3143,Two-Factor,35,FHIR,Linux,Critical,Phishing
D0074,Wearable,ICU,325.16,3580,Token,55,JSON,Linux,Low,Data Breach
D0074,Wearable,ER,351.13,3828,Password,92,FHIR,Windows,Critical,DoS Attack
D0061,Sensor,Clinic,398,2946,Password,14,FHIR,Android,Low,Data Breach
D0032,Implant,ER,445.06,3503,Two-Factor,10,HL7,Linux,Medium,Malware Injection
D0061,Monitor,Ward,169.33,3561,Token,80,JSON,Android,Medium,Phishing
D0053,Wearable,Ward,188.1,1038,Password,16,FHIR,Linux,Low,None
D0025,Wearable,Clinic,47.44,4166,Two-Factor,54,JSON,RTOS,Medium,Phishing
